method,name,period,distance
Transit,Kepler-599 b,15.65562652,627
Transit,Kepler-598 b,3.70175428,686
Transit,Kepler-597 b,13.02365861,660
Transit,Kepler-596 b,21.30022655,1083
Transit,Kepler-595 b,25.30292332,639
Transit,Kepler-594 b,13.64618192,742
Transit,Kepler-593 b,21.21708973,1016
Transit,Kepler-592 b,2.82019241,1034
Transit,Kepler-591 b,81.1694299,793
Transit,Kepler-590 b,5.85296257,986
Transit,Kepler-589 b,16.54964934,643
Transit,Kepler-588 b,4.22162536,972
Transit,Kepler-587 b,10.94027841,852
Transit,Kepler-586 b,2.10472218,707
Transit,Kepler-585 b,2.75235975,604
Transit,Kepler-584 b,35.1810304,1445
Transit,Kepler-583 b,6.5100253,805
Transit,Kepler-582 b,18.49235668,751
Transit,Kepler-581 b,40.6069821,833
Transit,Kepler-580 b,8.22241966,333
Transit,Kepler-579 b,9.66857723,663
Transit,Kepler-578 b,1.6168837,568
Transit,Kepler-577 b,25.69578251,549
Transit,Kepler-576 b,29.91136794,698
Transit,Kepler-575 b,9.37891944,852
Transit,Kepler-574 b,7.65880414,747
Transit,Kepler-573 b,22.18329658,758
Transit,Kepler-572 b,17.20523483,532
Transit,Kepler-571 b,4.79859939,756
Transit,Kepler-570 b,4.301662,642
Transit,Kepler-569 b,34.18890521,645
Transit,Kepler-568 b,11.02347475,126
Transit,Kepler-567 b,16.54297375,568
Transit,Kepler-566 b,18.42794624,628
Transit,Kepler-565 b,4.24374723,1041
Transit,Kepler-564 b,3.75083228,830
Transit,Kepler-563 b,22.18432708,557
Transit,Kepler-562 b,18.00931444,822
Transit,Kepler-561 c,5.35016198,667
Transit,Kepler-561 b,58.3620495,667
Transit,Kepler-560 b,18.47764449,88
Transit,Kepler-559 b,17.58752333,793
Transit,Kepler-558 b,29.00790538,652
Transit,Kepler-557 b,3.70598955,1126
Transit,Kepler-556 b,11.72292176,729
Transit,Kepler-555 b,16.21775407,772
Transit,Kepler-554 b,1.90220856,642
Transit,Kepler-553 c,328.2399546,725
Transit,Kepler-553 b,4.03046804,725
Transit,Kepler-552 b,5.26341577,834
Transit,Kepler-551 b,12.3764661,312
Transit,Kepler-550 b,8.60010411,563
Transit,Kepler-549 c,117.040498,648
Transit,Kepler-549 b,42.9495649,648
Transit,Kepler-548 b,4.45419434,776
Transit,Kepler-547 b,6.01038429,361
Transit,Kepler-546 b,4.14702026,896
Transit,Kepler-545 b,13.24934059,831
Transit,Kepler-544 b,21.41616926,797
Transit,Kepler-543 b,13.89961966,212
Transit,Kepler-542 b,13.14497566,439
Transit,Kepler-541 b,5.08005848,1020
Transit,Kepler-540 b,172.7049784,350
Transit,Kepler-539 c,1000,313
Transit,Kepler-539 b,125.63243,313
Transit,Kepler-538 b,81.73780699,165
Transit,Kepler-537 b,3.24755522,465
Transit,Kepler-536 b,1.8270823,446
Transit,Kepler-535 b,4.90332155,678
Transit,Kepler-534 b,15.95994513,473
Transit,Kepler-533 b,28.51120525,305
Transit,Kepler-532 b,12.92491623,325
Transit,Kepler-531 b,29.88485741,254
Transit,Kepler-530 b,39.30941904,464
Transit,Kepler-529 c,12.8345022,787
Transit,Kepler-529 b,1.98035766,787
Transit,Kepler-528 b,19.78297415,711
Transit,Kepler-527 b,13.28535633,901
Transit,Kepler-526 b,5.45849832,504
Transit,Kepler-525 b,18.68404933,566
Transit,Kepler-524 c,1.88897906,730
Transit,Kepler-524 b,7.97419807,730
Transit,Kepler-523 b,5.83598311,270
Transit,Kepler-522 b,38.58422849,749
Transit,Kepler-521 b,22.20813214,737
Transit,Kepler-520 c,5.21104261,492
Transit,Kepler-520 b,19.67416124,492
Transit,Kepler-519 b,24.3078946,234
Transit,Kepler-518 b,8.51203588,324
Transit,Kepler-517 b,60.92832271,284
Transit,Kepler-516 b,24.85462415,777
Transit,Kepler-515 b,19.96371318,255
Transit,Kepler-514 b,5.65179605,489
Transit,Kepler-513 b,28.86235584,467
Transit,Kepler-512 b,34.43587975,531
Transit,Kepler-511 b,296.637865,448
Transit,Kepler-510 b,19.55659418,378
Transit,Kepler-509 b,41.74600392,339
Transit,Kepler-508 b,25.30889748,325
Transit,Kepler-507 b,3.56809693,410
Transit,Kepler-506 b,6.8834055,231
Transit,Kepler-505 b,27.52197994,222
Transit,Kepler-504 b,9.54927542,75
Transit,Kepler-503 b,7.25844721,888
Transit,Kepler-502 b,4.28686431,1433
Transit,Kepler-501 b,5.64067757,1044
Transit,Kepler-500 b,8.5083244,747
Transit,Kepler-499 b,5.63252845,523
Transit,Kepler-498 b,9.61375356,746
Transit,Kepler-497 b,3.57320367,1070
Transit,Kepler-496 b,8.30864937,655
Transit,Kepler-495 b,3.41303622,630
Transit,Kepler-494 b,8.02511821,862
Transit,Kepler-493 b,3.00387658,1942
Transit,Kepler-492 b,11.72012266,642
Transit,Kepler-491 b,4.22538451,657
Transit,Kepler-490 b,3.26869515,1249
Transit,Kepler-489 b,17.27629612,379
Transit,Kepler-488 b,3.12082923,1157
Transit,Kepler-487 c,38.6519976,835
Transit,Kepler-487 b,15.3587684,835
Transit,Kepler-486 b,30.36044667,428
Transit,Kepler-485 b,3.2432598,1173
Transit,Kepler-484 b,10.04556931,377
Transit,Kepler-483 b,30.229104,953
Transit,Kepler-482 b,56.35418576,290
Transit,Kepler-481 b,10.06082567,713
Transit,Kepler-480 b,4.9195838,806
Transit,Kepler-479 b,12.49341307,371
Transit,Kepler-478 b,13.2217576,420
Transit,Kepler-477 b,11.11990653,367
Transit,Kepler-476 b,14.00640607,687
Transit,Kepler-475 b,3.10550819,280
Transit,Kepler-474 b,5.66067294,568
Transit,Kepler-473 b,14.55731705,641
Transit,Kepler-472 b,4.17625551,302
Transit,Kepler-471 b,5.01423457,1373
Transit,Kepler-470 b,24.66919569,989
Transit,Kepler-468 b,38.47875707,474
Transit,Kepler-467 b,24.99324193,458
Transit,Kepler-466 c,3.70921385,436
Transit,Kepler-466 b,51.07926307,436
Transit,Kepler-465 b,9.94067247,587
Transit,Kepler-464 b,7.25696522,653
Transit,Kepler-463 b,8.98101683,336
Transit,Kepler-462 b,84.6879808,733
Transit,Kepler-461 b,8.31378306,468
Transit,Kepler-460 c,220.1303357,848
Transit,Kepler-454 b,10.57,233
Transit,Kepler-452 b,384.843,548
Transit,Kepler-450 d,7.51464,437
Transit,Kepler-450 c,15.413135,437
Transit,Kepler-450 b,28.454851,437
Transit,Kepler-449 c,33.6727,279
Transit,Kepler-449 b,12.58242,279
Transit,Kepler-447 b,7.79430132,283
Transit,Kepler-446 d,5.148921,120
Transit,Kepler-446 c,3.036179,120
Transit,Kepler-446 b,1.565409,120
Transit,Kepler-445 d,8.15275,90
Transit,Kepler-445 c,4.871229,90
Transit,Kepler-445 b,2.984151,90
Transit,Kepler-444 f,9.740486,35.7
Transit,Kepler-444 e,7.743493,35.7
Transit,Kepler-444 d,6.189392,35.7
Transit,Kepler-444 c,4.5458841,35.7
Transit,Kepler-444 b,3.6001053,35.7
Transit,Kepler-443 b,177.6693,779
Transit,Kepler-442 b,112.3053,342
Transit,Kepler-441 b,207.2482,284
Transit,Kepler-440 b,101.11141,261
Transit,Kepler-439 b,178.1396,693
Transit,Kepler-438 b,35.23319,145
Transit,Kepler-437 b,66.65062,417
Transit,Kepler-436 c,16.79713874,618
Transit,Kepler-436 b,64.00205,618
Transit,Kepler-435 b,8.6001536,2070
Transit,Kepler-434 b,12.8747099,1240
Transit,Kepler-433 b,5.33408384,1870
Transit,Kepler-432 b,52.501129,870
Transit,Kepler-431 d,11.922,427
Transit,Kepler-431 c,8.703,427
Transit,Kepler-431 b,6.803,427
Transit,Kepler-430 c,110.979,816
Transit,Kepler-430 b,35.968,816
Transit,Kepler-428 b,3.52563254,720
Transit,Kepler-427 b,10.290994,1100
Transit,Kepler-426 b,3.21751883,880
Transit,Kepler-425 b,3.79701816,650
Transit,Kepler-423 b,2.6843285,725
Transit,Kepler-422 b,7.8914483,692
Transit,Kepler-421 b,704.1984,320
Transit,Kepler-419 b,69.7546,872
Transit,Kepler-418 b,86.67856,1017
Transit,Kepler-412 b,1.7208604,1056
Transit,Kepler-411 c,7.83442788,153
Transit,Kepler-411 b,3.00516,153
Transit,Kepler-410 A b,17.833648,132
Transit,Kepler-409 b,68.9584,69
Transit,Kepler-408 b,2.46502,89
Transit,Kepler-406 c,4.62332,331
Transit,Kepler-406 b,2.42629,331
Transit,Kepler-405 c,29.726682,1226
Transit,Kepler-405 b,10.613839,1226
Transit,Kepler-403 d,13.61159129,671
Transit,Kepler-403 c,54.280749,671
Transit,Kepler-403 b,7.031462,671
Transit,Kepler-402 e,11.242861,720
Transit,Kepler-402 d,8.921099,720
Transit,Kepler-402 c,6.124821,720
Transit,Kepler-402 b,4.028751,720
Transit,Kepler-401 d,184.256405,739
Transit,Kepler-401 c,47.318218,739
Transit,Kepler-401 b,14.383035,739
Transit,Kepler-400 c,17.340824,709
Transit,Kepler-400 b,9.024389,709
Transit,Kepler-399 d,58.034616,699
Transit,Kepler-399 c,26.67569,699
Transit,Kepler-399 b,14.425281,699
Transit,Kepler-398 d,6.83437001,185
Transit,Kepler-398 c,11.419412,185
Transit,Kepler-398 b,4.081423,185
Transit,Kepler-397 c,135.498527,969
Transit,Kepler-397 b,22.250949,969
Transit,Kepler-396 c,88.505,233
Transit,Kepler-396 b,42.994,233
Transit,Kepler-395 c,34.989262,360
Transit,Kepler-395 b,7.054346,360
Transit,Kepler-394 c,12.130686,1297
Transit,Kepler-394 b,8.005013,1297
Transit,Kepler-393 c,14.613612,789
Transit,Kepler-393 b,9.182417,789
Transit,Kepler-392 c,10.423118,673
Transit,Kepler-392 b,5.341853,673
Transit,Kepler-391 c,20.485435,1064
Transit,Kepler-391 b,7.416755,1064
Transit,Kepler-390 c,13.060022,435
Transit,Kepler-390 b,6.738088,435
Transit,Kepler-389 c,14.51143,977
Transit,Kepler-389 b,3.244107,977
Transit,Kepler-388 c,13.297004,425
Transit,Kepler-388 b,3.173315,425
Transit,Kepler-387 c,11.837549,714
Transit,Kepler-387 b,6.791636,714
Transit,Kepler-386 c,25.193458,847
Transit,Kepler-386 b,12.31043,847
Transit,Kepler-385 c,15.163161,1550
Transit,Kepler-385 b,10.043686,1550
Transit,Kepler-384 c,45.348269,559
Transit,Kepler-384 b,22.597053,559
Transit,Kepler-383 c,31.200751,470
Transit,Kepler-383 b,12.904532,470
Transit,Kepler-382 c,12.162701,684
Transit,Kepler-382 b,5.262155,684
Transit,Kepler-381 c,13.391635,368
Transit,Kepler-381 b,5.629021,368
Transit,Kepler-380 c,7.630004,741
Transit,Kepler-380 b,3.930821,741
Transit,Kepler-379 c,62.784697,719
Transit,Kepler-379 b,20.09838,719
Transit,Kepler-378 c,28.906009,155
Transit,Kepler-378 b,16.092361,155
Transit,Kepler-377 c,27.014976,791
Transit,Kepler-377 b,12.509529,791
Transit,Kepler-376 c,14.172327,806
Transit,Kepler-376 b,4.920199,806
Transit,Kepler-375 c,19.986326,1209
Transit,Kepler-375 b,12.125934,1209
Transit,Kepler-374 d,5.028219,978
Transit,Kepler-374 c,3.282807,978
Transit,Kepler-374 b,1.897806,978
Transit,Kepler-373 c,16.725948,718
Transit,Kepler-373 b,5.535309,718
Transit,Kepler-372 d,30.092568,1378
Transit,Kepler-372 c,20.053763,1378
Transit,Kepler-372 b,6.849692,1378
Transit,Kepler-371 c,67.968015,603
Transit,Kepler-371 b,34.763278,603
Transit,Kepler-370 c,19.02293,1078
Transit,Kepler-370 b,4.57953,1078
Transit,Kepler-369 c,14.871572,214
Transit,Kepler-369 b,2.732756,214
Transit,Kepler-368 c,72.379334,488
Transit,Kepler-368 b,26.84768,488
Transit,Kepler-367 c,53.578637,198
Transit,Kepler-367 b,37.815724,198
Transit,Kepler-366 c,12.51616,1156
Transit,Kepler-366 b,3.281959,1156
Transit,Kepler-365 c,17.784129,950
Transit,Kepler-365 b,10.664903,950
Transit,Kepler-364 c,59.980627,941
Transit,Kepler-364 b,25.745718,941
Transit,Kepler-363 d,11.932125,606
Transit,Kepler-363 c,7.542427,606
Transit,Kepler-363 b,3.614568,606
Transit,Kepler-362 c,37.866281,658
Transit,Kepler-362 b,10.327186,658
Transit,Kepler-361 c,55.188023,800
Transit,Kepler-361 b,8.486616,800
Transit,Kepler-360 c,7.186434,881
Transit,Kepler-360 b,3.289672,881
Transit,Kepler-359 d,77.095691,2037
Transit,Kepler-359 c,57.68802,2037
Transit,Kepler-359 b,25.563222,2037
Transit,Kepler-358 c,83.488369,1067
Transit,Kepler-358 b,34.060467,1067
Transit,Kepler-357 d,49.499875,741
Transit,Kepler-357 c,16.85837,741
Transit,Kepler-357 b,6.475434,741
Transit,Kepler-356 c,13.121632,639
Transit,Kepler-356 b,4.612696,639
Transit,Kepler-355 c,25.762294,1143
Transit,Kepler-355 b,11.03189,1143
Transit,Kepler-354 d,24.209842,574
Transit,Kepler-354 c,16.934402,574
Transit,Kepler-354 b,5.47666,574
Transit,Kepler-353 c,8.410894,333
Transit,Kepler-353 b,5.795278,333
Transit,Kepler-352 c,16.332995,279
Transit,Kepler-352 b,10.05537,279
Transit,Kepler-351 d,142.544247,1078
Transit,Kepler-351 c,57.24809,1078
Transit,Kepler-351 b,37.054919,1078
Transit,Kepler-350 d,26.136,931
Transit,Kepler-350 c,17.849,931
Transit,Kepler-350 b,11.189562,931
Transit,Kepler-349 c,12.247629,1172
Transit,Kepler-349 b,5.929778,1172
Transit,Kepler-348 c,17.265427,623
Transit,Kepler-348 b,7.05677,623
Transit,Kepler-347 c,27.320871,950
Transit,Kepler-347 b,12.79836,950
Transit,Kepler-346 c,23.851549,1032
Transit,Kepler-346 b,6.511127,1032
Transit,Kepler-345 c,9.387427,260
Transit,Kepler-345 b,7.415563,260
Transit,Kepler-344 c,125.596809,1027
Transit,Kepler-344 b,21.963945,1027
Transit,Kepler-343 c,23.22182,987
Transit,Kepler-343 b,8.96855,987
Transit,Kepler-342 e,1.64422461,772
Transit,Kepler-342 d,39.459357,772
Transit,Kepler-342 c,26.234138,772
Transit,Kepler-342 b,15.170318,772
Transit,Kepler-341 e,42.473269,873
Transit,Kepler-341 d,27.666313,873
Transit,Kepler-341 c,8.01041,873
Transit,Kepler-341 b,5.195528,873
Transit,Kepler-340 c,22.824669,1060
Transit,Kepler-340 b,14.844387,1060
Transit,Kepler-339 d,10.558345,722
Transit,Kepler-339 c,6.988055,722
Transit,Kepler-339 b,4.977656,722
Transit,Kepler-338 d,44.431014,568
Transit,Kepler-338 c,24.310856,568
Transit,Kepler-338 b,13.726976,568
Transit,Kepler-337 c,9.693201,518
Transit,Kepler-337 b,3.292781,518
Transit,Kepler-336 d,20.678772,721
Transit,Kepler-336 c,9.600001,721
Transit,Kepler-336 b,2.024823,721
Transit,Kepler-335 c,67.844469,1174
Transit,Kepler-335 b,6.562331,1174
Transit,Kepler-334 d,25.09849,473
Transit,Kepler-334 c,12.758005,473
Transit,Kepler-334 b,5.470319,473
Transit,Kepler-333 c,24.08821,300
Transit,Kepler-333 b,12.551158,300
Transit,Kepler-332 d,34.21154,372
Transit,Kepler-332 c,15.995622,372
Transit,Kepler-332 b,7.626324,372
Transit,Kepler-331 d,32.134328,626
Transit,Kepler-331 c,17.28111,626
Transit,Kepler-331 b,8.457496,626
Transit,Kepler-330 c,15.955387,686
Transit,Kepler-330 b,8.25978,686
Transit,Kepler-329 c,18.684737,338
Transit,Kepler-329 b,7.416397,338
Transit,Kepler-328 c,71.312,2078
Transit,Kepler-328 b,34.921,2078
Transit,Kepler-327 d,13.969457,217
Transit,Kepler-327 c,5.212333,217
Transit,Kepler-327 b,2.549575,217
Transit,Kepler-326 d,6.766888,355
Transit,Kepler-326 c,4.580358,355
Transit,Kepler-326 b,2.248329,355
Transit,Kepler-325 d,38.715185,883
Transit,Kepler-325 c,12.762172,883
Transit,Kepler-325 b,4.544439,883
Transit,Kepler-324 c,51.805612,492
Transit,Kepler-324 b,4.385315,492
Transit,Kepler-323 c,3.553822,473
Transit,Kepler-323 b,1.678327,473
Transit,Kepler-322 c,4.337234,428
Transit,Kepler-322 b,1.653888,428
Transit,Kepler-321 c,13.093921,377
Transit,Kepler-321 b,4.915379,377
Transit,Kepler-320 c,17.934937,1022
Transit,Kepler-320 b,8.371554,1022
Transit,Kepler-319 d,31.781925,549
Transit,Kepler-319 c,6.941357,549
Transit,Kepler-319 b,4.362705,549
Transit,Kepler-318 c,11.815007,463
Transit,Kepler-318 b,4.662715,463
Transit,Kepler-317 c,8.77501,1220
Transit,Kepler-317 b,5.524242,1220
Transit,Kepler-316 c,6.827766,342
Transit,Kepler-316 b,2.240508,342
Transit,Kepler-315 c,265.469335,1112
Transit,Kepler-315 b,96.101141,1112
Transit,Kepler-314 c,5.960392,263
Transit,Kepler-314 b,2.461069,263
Transit,Kepler-313 c,32.273273,954
Transit,Kepler-313 b,14.970418,954
Transit,Kepler-312 c,19.747412,569
Transit,Kepler-312 b,1.772419,569
Transit,Kepler-311 c,19.738286,774
Transit,Kepler-311 b,9.176092,774
Transit,Kepler-310 d,92.876125,634
Transit,Kepler-310 c,56.47542,634
Transit,Kepler-310 b,13.930698,634
Transit,Kepler-309 c,105.356383,524
Transit,Kepler-309 b,5.923653,524
Transit,Kepler-308 c,15.38231,1284
Transit,Kepler-308 b,9.694928,1284
Transit,Kepler-307 c,13.0729,600
Transit,Kepler-307 b,10.4208,600
Transit,Kepler-306 e,44.840975,753
Transit,Kepler-306 d,17.326644,753
Transit,Kepler-306 c,7.240193,753
Transit,Kepler-306 b,4.646186,753
Transit,Kepler-305 d,16.738661,864
Transit,Kepler-305 c,8.291,864
Transit,Kepler-305 b,5.487,864
Transit,Kepler-304 e,1.49914695,483
Transit,Kepler-304 d,9.653471,483
Transit,Kepler-304 c,5.315946,483
Transit,Kepler-304 b,3.295709,483
Transit,Kepler-303 c,7.061149,175
Transit,Kepler-303 b,1.937055,175
Transit,Kepler-302 c,127.282184,1433
Transit,Kepler-302 b,30.184104,1433
Transit,Kepler-301 d,13.751243,742
Transit,Kepler-301 c,5.419026,742
Transit,Kepler-301 b,2.508553,742
Transit,Kepler-300 c,40.714955,872
Transit,Kepler-300 b,10.446347,872
Transit,Kepler-299 e,38.285489,1024
Transit,Kepler-299 d,15.054786,1024
Transit,Kepler-299 c,6.885875,1024
Transit,Kepler-299 b,2.927128,1024
Transit,Kepler-298 d,77.473633,504
Transit,Kepler-298 c,22.92881,504
Transit,Kepler-298 b,10.475464,504
Transit,Kepler-297 c,74.920137,745
Transit,Kepler-297 b,38.871826,745
Transit,Kepler-296 f,63.33627,226
Transit,Kepler-296 e,34.14211,226
Transit,Kepler-296 d,19.850291,226
Transit,Kepler-296 c,5.8416366,226
Transit,Kepler-296 b,10.864384,226
Transit,Kepler-295 d,33.884054,630
Transit,Kepler-295 c,21.526258,630
Transit,Kepler-295 b,12.645164,630
Transit,Kepler-294 c,6.6264,1364
Transit,Kepler-294 b,3.701212,1364
Transit,Kepler-293 c,54.155743,1068
Transit,Kepler-293 b,19.254196,1068
Transit,Kepler-292 f,20.834237,1051
Transit,Kepler-292 e,11.97901,1051
Transit,Kepler-292 d,7.055679,1051
Transit,Kepler-292 c,3.715335,1051
Transit,Kepler-292 b,2.580827,1051
Transit,Kepler-291 c,5.700786,1296
Transit,Kepler-291 b,3.546511,1296
Transit,Kepler-290 c,36.77031,741
Transit,Kepler-290 b,14.589347,741
Transit,Kepler-289 d,66.0634,700
Transit,Kepler-289 c,125.8518,700
Transit,Kepler-289 b,34.545,700
Transit,Kepler-288 d,56.633742,1176
Transit,Kepler-288 c,19.305772,1176
Transit,Kepler-288 b,6.097326,1176
Transit,Kepler-287 c,44.851896,866
Transit,Kepler-287 b,20.342199,866
Transit,Kepler-286 e,29.221289,1281
Transit,Kepler-286 d,5.914323,1281
Transit,Kepler-286 c,3.468095,1281
Transit,Kepler-286 b,1.796302,1281
Transit,Kepler-285 c,6.186676,789
Transit,Kepler-285 b,2.633867,789
Transit,Kepler-284 c,37.514456,1219
Transit,Kepler-284 b,12.699149,1219
Transit,Kepler-283 c,92.743711,453
Transit,Kepler-283 b,11.008151,453
Transit,Kepler-282 e,44.347,1048
Transit,Kepler-282 d,24.806,1048
Transit,Kepler-282 c,13.638723,1048
Transit,Kepler-282 b,9.220524,1048
Transit,Kepler-281 c,36.337373,1276
Transit,Kepler-281 b,14.646008,1276
Transit,Kepler-280 c,4.807091,751
Transit,Kepler-280 b,2.139542,751
Transit,Kepler-279 d,54.414,1223
Transit,Kepler-279 c,35.736,1223
Transit,Kepler-279 b,12.309681,1223
Transit,Kepler-278 c,51.078775,431
Transit,Kepler-278 b,30.160546,431
Transit,Kepler-277 c,33.006,859
Transit,Kepler-277 b,17.324,859
Transit,Kepler-276 d,48.648,1326
Transit,Kepler-276 c,31.884,1326
Transit,Kepler-276 b,14.12841,1326
Transit,Kepler-275 d,35.676062,1818
Transit,Kepler-275 c,16.088134,1818
Transit,Kepler-275 b,10.300682,1818
Transit,Kepler-274 c,33.197861,1172
Transit,Kepler-274 b,11.634788,1172
Transit,Kepler-273 c,8.014927,874
Transit,Kepler-273 b,2.936532,874
Transit,Kepler-272 d,10.937304,699
Transit,Kepler-272 c,6.057342,699
Transit,Kepler-272 b,2.971353,699
Transit,Kepler-271 d,5.24972541,418
Transit,Kepler-271 c,7.410935,418
Transit,Kepler-271 b,5.217738,418
Transit,Kepler-270 c,25.262887,1019
Transit,Kepler-270 b,11.476094,1019
Transit,Kepler-269 c,8.127899,1193
Transit,Kepler-269 b,5.326718,1193
Transit,Kepler-268 c,83.446393,818
Transit,Kepler-268 b,25.934138,818
Transit,Kepler-267 d,28.464515,281
Transit,Kepler-267 c,6.87745,281
Transit,Kepler-267 b,3.353728,281
Transit,Kepler-266 c,107.723601,1090
Transit,Kepler-266 b,6.61833,1090
Transit,Kepler-265 e,67.831024,1360
Transit,Kepler-265 d,43.130617,1360
Transit,Kepler-265 c,17.028937,1360
Transit,Kepler-265 b,6.846262,1360
Transit,Kepler-264 c,140.101261,955
Transit,Kepler-264 b,40.806231,955
Transit,Kepler-263 c,47.332773,891
Transit,Kepler-263 b,16.568087,891
Transit,Kepler-262 c,21.853722,810
Transit,Kepler-262 b,13.060855,810
Transit,Kepler-261 c,24.570858,338
Transit,Kepler-261 b,10.381227,338
Transit,Kepler-260 c,76.050178,589
Transit,Kepler-260 b,8.187399,589
Transit,Kepler-259 c,36.924931,1014
Transit,Kepler-259 b,8.115317,1014
Transit,Kepler-258 c,33.653079,592
Transit,Kepler-258 b,13.19722,592
Transit,Kepler-257 d,24.664551,775
Transit,Kepler-257 c,6.581484,775
Transit,Kepler-257 b,2.382667,775
Transit,Kepler-256 e,10.681572,1181
Transit,Kepler-256 d,5.839172,1181
Transit,Kepler-256 c,3.38802,1181
Transit,Kepler-256 b,1.620493,1181
Transit,Kepler-255 d,1.04562266,1011
Transit,Kepler-255 c,9.946047,1011
Transit,Kepler-255 b,5.714606,1011
Transit,Kepler-254 d,18.746477,1366
Transit,Kepler-254 c,12.412183,1366
Transit,Kepler-254 b,5.826662,1366
Transit,Kepler-253 d,18.119869,849
Transit,Kepler-253 c,10.281951,849
Transit,Kepler-253 b,3.783986,849
Transit,Kepler-252 c,10.848463,391
Transit,Kepler-252 b,6.668391,391
Transit,Kepler-251 e,99.640161,1014
Transit,Kepler-251 d,30.133001,1014
Transit,Kepler-251 c,16.514043,1014
Transit,Kepler-251 b,4.790936,1014
Transit,Kepler-250 d,17.648312,788
Transit,Kepler-250 c,7.156804,788
Transit,Kepler-250 b,4.148141,788
Transit,Kepler-249 d,15.368459,133
Transit,Kepler-249 c,7.113702,133
Transit,Kepler-249 b,3.306539,133
Transit,Kepler-248 c,16.239494,800
Transit,Kepler-248 b,6.308205,800
Transit,Kepler-247 d,20.477912,667
Transit,Kepler-247 c,9.439452,667
Transit,Kepler-247 b,3.33616,667
Transit,Kepler-246 c,11.187161,736
Transit,Kepler-246 b,4.60182,736
Transit,Kepler-245 e,3.21982106,866
Transit,Kepler-245 d,36.277108,866
Transit,Kepler-245 c,17.460812,866
Transit,Kepler-245 b,7.49019,866
Transit,Kepler-244 d,20.050401,928
Transit,Kepler-244 c,9.767292,928
Transit,Kepler-244 b,4.311792,928
Transit,Kepler-243 c,20.026218,669
Transit,Kepler-243 b,5.715442,669
Transit,Kepler-242 c,14.496481,670
Transit,Kepler-242 b,8.20395,670
Transit,Kepler-241 c,36.065978,512
Transit,Kepler-241 b,12.718092,512
Transit,Kepler-240 c,7.953528,738
Transit,Kepler-240 b,4.144495,738
Transit,Kepler-239 c,56.228098,658
Transit,Kepler-239 b,11.763051,658
Transit,Kepler-238 f,50.447,1369
Transit,Kepler-238 e,23.654,1369
Transit,Kepler-238 d,13.233549,1369
Transit,Kepler-238 c,6.155557,1369
Transit,Kepler-238 b,2.090876,1369
Transit,Kepler-237 c,8.103636,647
Transit,Kepler-237 b,4.715106,647
Transit,Kepler-236 c,23.968127,265
Transit,Kepler-236 b,8.295611,265
Transit,Kepler-235 e,46.183669,369
Transit,Kepler-235 d,20.060548,369
Transit,Kepler-235 c,7.824904,369
Transit,Kepler-235 b,3.340222,369
Transit,Kepler-234 c,7.21205,1651
Transit,Kepler-234 b,2.711506,1651
Transit,Kepler-233 c,60.418955,825
Transit,Kepler-233 b,8.472382,825
Transit,Kepler-232 c,11.379349,1155
Transit,Kepler-232 b,4.431222,1155
Transit,Kepler-231 c,19.271566,325
Transit,Kepler-231 b,10.065275,325
Transit,Kepler-230 c,91.773242,775
Transit,Kepler-230 b,32.625555,775
Transit,Kepler-229 d,41.194912,877
Transit,Kepler-229 c,16.068638,877
Transit,Kepler-229 b,6.252972,877
Transit,Kepler-228 d,11.094286,1307
Transit,Kepler-228 c,4.134444,1307
Transit,Kepler-228 b,2.566546,1307
Transit,Kepler-227 c,54.418694,1095
Transit,Kepler-227 b,9.488015,1095
Transit,Kepler-226 d,8.109044,966
Transit,Kepler-226 c,5.349555,966
Transit,Kepler-226 b,3.940997,966
Transit,Kepler-225 c,18.794234,498
Transit,Kepler-225 b,6.738975,498
Transit,Kepler-224 e,18.643577,783
Transit,Kepler-224 d,11.349393,783
Transit,Kepler-224 c,5.925003,783
Transit,Kepler-224 b,3.132924,783
Transit,Kepler-223 e,19.72567,1135
Transit,Kepler-223 d,14.78869,1135
Transit,Kepler-223 c,9.84564,1135
Transit,Kepler-223 b,7.38449,1135
Transit,Kepler-222 d,28.081912,781
Transit,Kepler-222 c,10.08881,781
Transit,Kepler-222 b,3.936981,781
Transit,Kepler-221 e,18.369917,414
Transit,Kepler-221 d,10.04156,414
Transit,Kepler-221 c,5.690586,414
Transit,Kepler-221 b,2.795906,414
Transit,Kepler-220 e,45.902733,154
Transit,Kepler-220 d,28.122397,154
Transit,Kepler-220 c,9.034199,154
Transit,Kepler-220 b,4.159807,154
Transit,Kepler-219 d,47.903645,946
Transit,Kepler-219 c,22.714613,946
Transit,Kepler-219 b,4.585512,946
Transit,Kepler-218 d,124.5244647,636
Transit,Kepler-218 c,44.699576,636
Transit,Kepler-218 b,3.619337,636
Transit,Kepler-217 d,3.88689525,1066
Transit,Kepler-217 c,8.586004,1066
Transit,Kepler-217 b,5.374943,1066
Transit,Kepler-216 c,17.406669,913
Transit,Kepler-216 b,7.693641,913
Transit,Kepler-215 e,68.16101,467
Transit,Kepler-215 d,30.864423,467
Transit,Kepler-215 c,14.667108,467
Transit,Kepler-215 b,9.360672,467
Transit,Kepler-214 c,28.7798,804
Transit,Kepler-214 b,15.660544,804
Transit,Kepler-213 c,4.822962,578
Transit,Kepler-213 b,2.46236,578
Transit,Kepler-212 c,31.805174,597
Transit,Kepler-212 b,16.257582,597
Transit,Kepler-211 c,6.04045,322
