method,name,period,distance
Radial Velocity,tau Boo b,3.3124568,15.6
Radial Velocity,TAP 26 b,10.79,147
Radial Velocity,Ross 128 b,9.8658,3.38
Radial Velocity,rho CrB c,102.54,17.24
Radial Velocity,rho CrB b,39.8458,17.24
Radial Velocity,psi 1 Dra B b,3117,22.16
Radial Velocity,Proxima Cen b,11.186,1.29
Radial Velocity,Pr0201 b,4.4264,177.47
Radial Velocity,omi UMa b,1630,56.31
Radial Velocity,omi CrB b,187.83,84.03
Radial Velocity,ome Ser b,277.02,80.64
Radial Velocity,nu Oph c,3186,46.84
Radial Velocity,nu Oph b,530.32,46.84
Radial Velocity,NGC 4349 127 b,677.79999,2200
Radial Velocity,NGC 2682 Sand 978 b,511.21,628.93
Radial Velocity,NGC 2682 Sand 364 b,121.71,1693.67
Radial Velocity,mu Leo b,357.8,40.78
Radial Velocity,Kepler-454 c,523.9,233
Radial Velocity,Kepler-432 c,406.2,870
Radial Velocity,Kepler-97 c,789,393
Radial Velocity,Kepler-94 c,820.3,191
Radial Velocity,Kepler-68 d,625,135
Radial Velocity,Kepler-56 d,1002,914
Radial Velocity,Kepler-25 d,123,254.26
Radial Velocity,Kepler-20 g,34.94,290
Radial Velocity,Kepler-19 d,62.95,2119
Radial Velocity,KELT-6 c,1276,222
Radial Velocity,Kapteyn c,121.54,3.92
Radial Velocity,kap CrB b,1261.94,30.5
Radial Velocity,K2-18 c,8.962,34
Radial Velocity,HR 810 b,302.79999,17.24
Radial Velocity,HIP 109600 b,232.08,58.6
Radial Velocity,HIP 109384 b,499.48,56.2
Radial Velocity,HIP 107773 b,144.3,103.63
Radial Velocity,HIP 105854 b,184.2,84.6
Radial Velocity,HIP 97233 b,1058.8,106.5
Radial Velocity,HIP 91258 b,5.0505,44.46
Radial Velocity,HIP 79431 b,111.7,14.9
Radial Velocity,HIP 75458 b,511.098,31.33
Radial Velocity,HIP 74890 b,822.3,91.49
Radial Velocity,HIP 70849 b,17337.5,23.98
Radial Velocity,HIP 67851 c,2131.8,65.96
Radial Velocity,HIP 67851 b,88.9,65.96
Radial Velocity,HIP 67537 b,2556.5,112.6
Radial Velocity,HIP 65891 b,1084.5,136.05
Radial Velocity,HIP 65407 c,67.3,55.5
Radial Velocity,HIP 65407 b,28.125,55.5
Radial Velocity,HIP 63242 b,124.6,149.25
Radial Velocity,HIP 57274 d,431.7,25.87
Radial Velocity,HIP 57274 c,32.03,25.87
Radial Velocity,HIP 57274 b,8.1352,25.87
Radial Velocity,HIP 14810 d,952,52.88
Radial Velocity,HIP 14810 c,147.73,52.88
Radial Velocity,HIP 14810 b,6.67386,52.88
Radial Velocity,HIP 12961 b,57.435,23.8
Radial Velocity,HIP 8541 b,1560.2,168.63
Radial Velocity,HIP 5158 c,9017.76,44.8
Radial Velocity,HIP 5158 b,345.72,44.8
Radial Velocity,HD 330075 b,3.38773,50.2
Radial Velocity,HD 290327 b,2443,56.7
Radial Velocity,HD 285968 b,8.7836,9.42
Radial Velocity,HD 285507 b,6.0881,42.43
Radial Velocity,HD 240237 b,745.70001,307.69
Radial Velocity,HD 240210 b,501.75,142.86
Radial Velocity,HD 238914 b,4100,301.2
Radial Velocity,HD 233604 b,192,673.44
Radial Velocity,HD 231701 b,141.60001,108.46
Radial Velocity,HD 224693 b,26.73,94.07
Radial Velocity,HD 224538 b,1189.1,77.76
Radial Velocity,HD 222582 b,572.38,41.95
Radial Velocity,HD 222155 b,3999,50.45
Radial Velocity,HD 222076 b,871,83.5
Radial Velocity,HD 221585 b,1173,53.59
Radial Velocity,HD 221287 b,456.1,52.88
Radial Velocity,HD 220842 b,218.47,62.5
Radial Velocity,HD 220773 b,3724.7,49
Radial Velocity,HD 220689 b,2209,45.23
Radial Velocity,HD 220074 b,672.09998,289.02
Radial Velocity,HD 219828 c,4791,77.9
Radial Velocity,HD 219828 b,3.8335,77.9
Radial Velocity,HD 219415 b,2093.3,169.78
Radial Velocity,HD 219134 h,2247,6.55
Radial Velocity,HD 219134 g,94.2,6.55
Radial Velocity,HD 219134 f,22.717,6.55
Radial Velocity,HD 219134 d,46.859,6.55
Radial Velocity,HD 219134 c,6.76458,6.55
Radial Velocity,HD 219134 b,3.092926,6.55
Radial Velocity,HD 219077 b,5501,29.2
Radial Velocity,HD 218566 b,225.7,29.94
Radial Velocity,HD 217786 b,1319,54.8
Radial Velocity,HD 217107 c,4270,19.72
Radial Velocity,HD 217107 b,7.12682,19.72
Radial Velocity,HD 216770 b,118.45,37.89
Radial Velocity,HD 216536 b,148.60001,369.02
Radial Velocity,HD 216437 b,1256,26.52
Radial Velocity,HD 216435 b,1311,33.29
Radial Velocity,HD 215497 c,567.94,43.53
Radial Velocity,HD 215497 b,3.93404,43.53
Radial Velocity,HD 215152 e,25.1967,21.63
Radial Velocity,HD 215152 d,10.86499,21.63
Radial Velocity,HD 215152 c,7.28243,21.63
Radial Velocity,HD 215152 b,5.75999,21.63
Radial Velocity,HD 214823 b,1877,97.47
Radial Velocity,HD 213240 b,882.70001,40.75
Radial Velocity,HD 212771 b,373.29999,121.8
Radial Velocity,HD 212301 b,2.24571,52.72
Radial Velocity,HD 210702 b,354.8,55.93
Radial Velocity,HD 210277 b,442.19,21.29
Radial Velocity,HD 209458 b,3.52475,47.08
Radial Velocity,HD 208897 b,352.7,64.68
Radial Velocity,HD 208527 b,875.5,352.11
Radial Velocity,HD 208487 b,130.08,44
Radial Velocity,HD 207832 c,1155.7,55.31
Radial Velocity,HD 207832 b,161.97,55.31
Radial Velocity,HD 206610 b,610,170.07
Radial Velocity,HD 205739 b,279.8,90.33
Radial Velocity,HD 204941 b,1733,26.95
Radial Velocity,HD 204313 c,34.905,47.3
Radial Velocity,HD 204313 b,1920.09998,47.3
Radial Velocity,HD 202206 c,1260,45.5
Radial Velocity,HD 200964 c,825,68.35
Radial Velocity,HD 200964 b,613.79999,68.35
Radial Velocity,HD 197037 b,1035.7,33
Radial Velocity,HD 196885 b,1333,32.99
Radial Velocity,HD 196067 b,3638,43.57
Radial Velocity,HD 196050 b,1378,46.93
Radial Velocity,HD 195019 b,18.20132,37.35
Radial Velocity,HD 192699 b,345.53,67.39
Radial Velocity,HD 192310 c,525.8,8.82
Radial Velocity,HD 192310 b,74.72,8.82
Radial Velocity,HD 192263 b,24.3556,19.89
Radial Velocity,HD 191806 b,1606.3,73.47
Radial Velocity,HD 190984 b,4885,189.39
Radial Velocity,HD 190647 b,1038.09998,54.23
Radial Velocity,HD 190360 c,17.111,15.89
Radial Velocity,HD 190360 b,2915.03687,15.89
Radial Velocity,HD 189733 b,2.21858,19.25
Radial Velocity,HD 188015 b,461.2,52.63
Radial Velocity,HD 187123 c,3810,47.92
Radial Velocity,HD 187123 b,3.0965828,47.92
Radial Velocity,HD 187085 b,986,44.98
Radial Velocity,HD 185269 b,6.83785,47.37
Radial Velocity,HD 183263 c,3070,52.83
Radial Velocity,HD 183263 b,626.51599,52.83
Radial Velocity,HD 181720 b,956,55.93
Radial Velocity,HD 181433 d,2172,26.15
Radial Velocity,HD 181433 c,962,26.15
Radial Velocity,HD 181433 b,9.3743,26.15
Radial Velocity,HD 181342 b,663,110.62
Radial Velocity,HD 180902 b,479,114.55
Radial Velocity,HD 180314 b,396.03,131.75
Radial Velocity,HD 179949 b,3.092514,27.05
Radial Velocity,HD 179079 b,14.476,63.69
Radial Velocity,HD 178911 B b,71.484,47
Radial Velocity,HD 177830 c,110.9,59.03
Radial Velocity,HD 177830 b,410.10001,59.03
Radial Velocity,HD 177565 b,44.505,17.17
Radial Velocity,HD 176986 c,16.8191,26.4
Radial Velocity,HD 176986 b,6.4898,26.4
Radial Velocity,HD 175607 b,29.01,45.27
Radial Velocity,HD 175541 b,297.29999,127.55
Radial Velocity,HD 175167 b,1290,67.02
Radial Velocity,HD 173416 b,323.6,134.95
Radial Velocity,HD 171238 b,1523,44.05
Radial Velocity,HD 171028 b,550,90
Radial Velocity,HD 170469 b,1145,64.98
Radial Velocity,HD 169830 c,2102,36.32
Radial Velocity,HD 169830 b,225.62,36.32
Radial Velocity,HD 168746 b,6.404,43.12
Radial Velocity,HD 168443 c,1749.83,37.88
Radial Velocity,HD 168443 b,58.11247,37.88
Radial Velocity,HD 167042 b,420.77,50
Radial Velocity,HD 166724 b,5144,42.99
Radial Velocity,HD 165155 b,434.5,64.98
Radial Velocity,HD 164922 c,75.765,22.13
Radial Velocity,HD 164922 b,1155,22.13
Radial Velocity,HD 164604 b,606.4,37.98
Radial Velocity,HD 164595 b,40,28.93
Radial Velocity,HD 164509 b,282.4,51.81
Radial Velocity,HD 163607 c,1314,69.44
Radial Velocity,HD 163607 b,75.29,69.44
Radial Velocity,HD 162020 b,8.4282,31.26
Radial Velocity,HD 160691 e,310.55,15.28
Radial Velocity,HD 160691 d,9.6386,15.28
Radial Velocity,HD 160691 c,4205.8,15.28
Radial Velocity,HD 160691 b,643.25,15.28
Radial Velocity,HD 159868 c,352.3,52.72
Radial Velocity,HD 159868 b,1178.40002,52.72
Radial Velocity,HD 159243 c,248.4,68.59
Radial Velocity,HD 159243 b,12.62,68.59
Radial Velocity,HD 158996 b,820.2,294.1
Radial Velocity,HD 158038 b,521,114.15
Radial Velocity,HD 156846 b,359.51001,49
Radial Velocity,HD 156668 b,4.6455,24.05
Radial Velocity,HD 156411 b,842.2,55.1
Radial Velocity,HD 156279 b,131.05,35.37
Radial Velocity,HD 155358 c,391.9,43
Radial Velocity,HD 155358 b,194.3,43
Radial Velocity,HD 155233 b,818.8,75.13
Radial Velocity,HD 154857 c,3452,68.54
Radial Velocity,HD 154857 b,408.60001,68.54
Radial Velocity,HD 154672 b,163.94,64.77
Radial Velocity,HD 154345 b,3341.55884,18.06
Radial Velocity,HD 153950 b,499.39999,51.87
Radial Velocity,HD 152581 b,689,182.82
Radial Velocity,HD 152079 b,2899,83.33
Radial Velocity,HD 150706 b,5894,27.23
Radial Velocity,HD 149143 b,4.072,63.49
Radial Velocity,HD 149026 b,2.87589,78.86
Radial Velocity,HD 148427 b,331.5,59.28
Radial Velocity,HD 148156 b,1027,53.05
Radial Velocity,HD 147873 c,491.54,104.93
Radial Velocity,HD 147873 b,116.596,104.93
Radial Velocity,HD 147513 b,528.4,12.87
Radial Velocity,HD 147379 b,86.54,10.73
Radial Velocity,HD 147018 c,1008,42.96
Radial Velocity,HD 147018 b,44.236,42.96
Radial Velocity,HD 145934 b,2730,240.32
Radial Velocity,HD 145457 b,176.3,126.1
Radial Velocity,HD 145377 b,103.95,55.19
Radial Velocity,HD 143361 b,1046.2,65.66
Radial Velocity,HD 143105 b,2.1974,48.7
Radial Velocity,HD 142415 b,386.29999,34.57
Radial Velocity,HD 142245 b,1299,106.38
Radial Velocity,HD 142022 A b,1928,35.87
Radial Velocity,HD 141937 b,653.21997,33.46
Radial Velocity,HD 141399 e,5000,36.2
Radial Velocity,HD 141399 d,1069.8,36.2
Radial Velocity,HD 141399 c,201.99,36.2
Radial Velocity,HD 141399 b,94.44,36.2
Radial Velocity,HD 139357 b,1125.7,121.36
Radial Velocity,HD 137388 A b,330,38.45
Radial Velocity,HD 136418 b,464.29999,106.38
Radial Velocity,HD 134987 c,5000,22.2
Radial Velocity,HD 134987 b,258.17999,22.2
Radial Velocity,HD 133131 B b,5769,47
Radial Velocity,HD 133131 A c,3568,47
Radial Velocity,HD 133131 A b,649,47
Radial Velocity,HD 132563 b,1544,98.52
Radial Velocity,HD 132406 b,974,70.97
Radial Velocity,HD 131664 b,1951,57.21
Radial Velocity,HD 131496 b,883,121.36
Radial Velocity,HD 130322 b,10.70871,29.76
Radial Velocity,HD 129445 b,1840,67.61
Radial Velocity,HD 128356 b,298.2,26.03
Radial Velocity,HD 128311 c,921.538,16.52
Radial Velocity,HD 128311 b,453.019,16.52
Radial Velocity,HD 126614 b,1244,68.35
Radial Velocity,HD 125612 d,3008,52.83
Radial Velocity,HD 125612 c,4.1547,52.83
Radial Velocity,HD 125612 b,559.40485,52.83
Radial Velocity,HD 125595 b,9.6737,27.45
Radial Velocity,HD 121504 b,63.33,44.37
Radial Velocity,HD 120084 b,2082,97.66
Radial Velocity,HD 118203 b,6.1335,88.57
Radial Velocity,HD 117618 b,25.827,38.02
Radial Velocity,HD 117207 b,2597,33.01
Radial Velocity,HD 116029 b,670,110.62
Radial Velocity,HD 114783 b,493.7,20.4
Radial Velocity,HD 114762 b,83.9151,40.57
Radial Velocity,HD 114729 b,1114,35
Radial Velocity,HD 114613 b,3827,20.48
Radial Velocity,HD 114386 b,937.70001,28.04
Radial Velocity,HD 113996 b,610.2,101.63
Radial Velocity,HD 113538 c,1818,15.9
Radial Velocity,HD 113538 b,663.2,15.9
Radial Velocity,HD 113337 b,324,37.42
Radial Velocity,HD 111998 b,825.9,32.73
Radial Velocity,HD 111591 b,1056.4,108.46
Radial Velocity,HD 111232 b,1143,28.88
Radial Velocity,HD 110014 b,835.477,90
Radial Velocity,HD 109749 b,5.24,59.03
Radial Velocity,HD 109271 c,30.93,56.92
Radial Velocity,HD 109271 b,7.8543,56.92
Radial Velocity,HD 109246 b,68.27,65.6
Radial Velocity,HD 108874 c,1624,68.5
Radial Velocity,HD 108874 b,394.48123,68.5
Radial Velocity,HD 108863 b,443.39999,138.5
Radial Velocity,HD 108341 b,1129,49.4
Radial Velocity,HD 108147 b,10.8985,38.56
Radial Velocity,HD 107148 b,48.056,51.26
Radial Velocity,HD 106515 A b,3630,36.36
Radial Velocity,HD 106270 b,2890,87.87
Radial Velocity,HD 106252 b,1531,37.4
Radial Velocity,HD 104985 b,199.505,102.04
Radial Velocity,HD 104067 b,55.806,20.82
Radial Velocity,HD 103774 b,5.8881,53.08
Radial Velocity,HD 103720 b,4.5557,41.6
Radial Velocity,HD 103197 b,47.84,49.33
Radial Velocity,HD 102956 b,6.4948,121.07
Radial Velocity,HD 102365 b,122.1,9.24
Radial Velocity,HD 102329 b,778.09998,138.5
Radial Velocity,HD 102272 b,127.58,164.2
Radial Velocity,HD 102195 b,4.11377,28.98
Radial Velocity,HD 102117 b,20.8133,42
Radial Velocity,HD 101930 b,70.46,30.5
Radial Velocity,HD 100777 b,383.70001,52.8
Radial Velocity,HD 100655 b,157.57001,140.85
Radial Velocity,HD 99706 b,868,130.89
Radial Velocity,HD 99492 b,17.0431,55.7
Radial Velocity,HD 99109 b,439.29999,60.46
Radial Velocity,HD 98649 b,4951,42.77
Radial Velocity,HD 98219 b,436.89999,150.38
Radial Velocity,HD 97658 b,9.4909,21.3
Radial Velocity,HD 96167 b,498.89999,84.03
Radial Velocity,HD 96127 b,647.29999,221.24
Radial Velocity,HD 96063 b,361.1,132.8
Radial Velocity,HD 95872 b,4375,7.56
Radial Velocity,HD 95127 b,482,332
Radial Velocity,HD 95089 b,507,149.03
Radial Velocity,HD 93083 b,143.58,28.9
Radial Velocity,HD 92788 b,325.81,32.32
Radial Velocity,HD 90156 b,49.77,22.09
Radial Velocity,HD 89744 b,256.78,39
Radial Velocity,HD 89307 b,2166,30.88
Radial Velocity,HD 88133 b,3.41587,74.46
Radial Velocity,HD 87883 b,2754,18.06
Radial Velocity,HD 87646 b,13.481,73.58
Radial Velocity,HD 86950 b,1270,169
Radial Velocity,HD 86264 b,1475,72.57
Radial Velocity,HD 86226 b,1695,42.48
Radial Velocity,HD 86081 b,2.1375,91.16
Radial Velocity,HD 85512 b,58.43,11.15
Radial Velocity,HD 85390 b,788,33.96
Radial Velocity,HD 83443 b,2.9857,43.53
Radial Velocity,HD 82943 c,220.078,27.46
Radial Velocity,HD 82943 b,441.47,27.46
Radial Velocity,HD 82886 b,705,112.23
Radial Velocity,HD 81688 b,184.02,88.26
Radial Velocity,HD 81040 b,1001.70001,32.56
Radial Velocity,HD 80606 b,111.4367,29.04
Radial Velocity,HD 79498 b,1966.1,49
Radial Velocity,HD 77338 b,5.7361,41.27
Radial Velocity,HD 76920 b,415.4,184.8
Radial Velocity,HD 76700 b,3.97097,59.7
Radial Velocity,HD 75898 b,418.20001,80.58
Radial Velocity,HD 75784 b,5040,68.7
Radial Velocity,HD 75289 b,3.50927,28.94
Radial Velocity,HD 74156 c,2473,64.6
Radial Velocity,HD 74156 b,51.645,64.6
Radial Velocity,HD 73534 b,1770,81
Radial Velocity,HD 73526 c,379.1,94.61
Radial Velocity,HD 73526 b,188.3,94.61
Radial Velocity,HD 73267 b,1260,54.91
Radial Velocity,HD 73256 b,2.54858,36.52
Radial Velocity,HD 72892 b,39.475,72.78
Radial Velocity,HD 72659 b,3658,51.4
Radial Velocity,HD 70642 b,2068,28.76
Radial Velocity,HD 70573 b,851.8,45.7
Radial Velocity,HD 69830 d,197,12.58
Radial Velocity,HD 69830 c,31.56,12.58
Radial Velocity,HD 69830 b,8.667,12.58
Radial Velocity,HD 68988 b,6.27711,58.82
Radial Velocity,HD 68402 b,1103,78
Radial Velocity,HD 67087 c,2374,88.81
Radial Velocity,HD 67087 b,352.2,88.81
Radial Velocity,HD 66428 b,1973,55.04
Radial Velocity,HD 66141 b,480.5,80.06
Radial Velocity,HD 65216 c,152.6,35.59
Radial Velocity,HD 65216 b,613.09998,35.59
Radial Velocity,HD 63765 b,358,32.62
Radial Velocity,HD 63454 b,2.81805,35.8
Radial Velocity,HD 62509 b,589.64,10.34
Radial Velocity,HD 60532 c,600.1,25.3
Radial Velocity,HD 60532 b,201.9,25.3
Radial Velocity,HD 59686 A b,299.36,96.8
Radial Velocity,HD 52265 b,119.29,28.07
Radial Velocity,HD 50554 b,1293,31.03
Radial Velocity,HD 50499 b,2482.7,47.26
Radial Velocity,HD 49674 b,4.94737,40.73
Radial Velocity,HD 48265 b,780.3,85.4
Radial Velocity,HD 47536 b,712.13,121.36
Radial Velocity,HD 47366 c,684.7,80
Radial Velocity,HD 47366 b,363.3,80
Radial Velocity,HD 47186 c,1353.6,37.84
Radial Velocity,HD 47186 b,4.0845,37.84
Radial Velocity,HD 46375 b,3.023573,33.41
Radial Velocity,HD 45652 b,43.6,36.14
Radial Velocity,HD 45364 c,342.85,32.58
Radial Velocity,HD 45364 b,226.93,32.58
Radial Velocity,HD 45350 b,963.6,48.95
Radial Velocity,HD 44219 b,472.3,50.4
Radial Velocity,HD 43691 b,36.96,93.2
Radial Velocity,HD 43197 b,327.8,56.3
Radial Velocity,HD 42618 b,149.61,23.5
Radial Velocity,HD 42012 b,857.5,37.1
Radial Velocity,HD 41004 B b,1.3283,43.03
Radial Velocity,HD 41004 A b,963,43.03
Radial Velocity,HD 40979 b,264.14999,33.3
Radial Velocity,HD 40956 b,578.6,118.48
Radial Velocity,HD 40307 g,197.8,12.83
Radial Velocity,HD 40307 f,51.76,12.83
Radial Velocity,HD 40307 d,20.432,12.83
Radial Velocity,HD 40307 c,9.6184,12.83
Radial Velocity,HD 40307 b,4.3123,12.83
Radial Velocity,HD 39091 b,2151,18.21
Radial Velocity,HD 38801 b,696.29999,99.4
Radial Velocity,HD 38529 c,2140.2,42.4
Radial Velocity,HD 38529 b,14.3098,42.4
Radial Velocity,HD 38283 b,363.20001,37.78
Radial Velocity,HD 37605 c,2720,42.88
Radial Velocity,HD 37605 b,55.01307,42.88
Radial Velocity,HD 37124 d,1862,33.24
Radial Velocity,HD 37124 c,885.5,33.24
Radial Velocity,HD 37124 b,154.378,33.24
Radial Velocity,HD 35759 b,82.467,72.5
Radial Velocity,HD 34445 g,5700,45.01
Radial Velocity,HD 34445 f,676.8,45.01
Radial Velocity,HD 34445 e,49.175,45.01
Radial Velocity,HD 34445 d,117.87,45.01
Radial Velocity,HD 34445 c,214.67,45.01
Radial Velocity,HD 34445 b,1049,45.01
Radial Velocity,HD 33844 c,916,100.9
Radial Velocity,HD 33844 b,551.40002,100.9
Radial Velocity,HD 33564 b,388,20.98
Radial Velocity,HD 33283 b,18.179,86.88
Radial Velocity,HD 33142 b,326.60001,136.8
Radial Velocity,HD 32963 b,2372,35.24
Radial Velocity,HD 32518 b,157.54,117.37
Radial Velocity,HD 31253 b,466,53.82
Radial Velocity,HD 30856 b,912,121.07
Radial Velocity,HD 30669 b,1684,57.1
Radial Velocity,HD 30562 b,1157,26.5
Radial Velocity,HD 30177 c,11613,54.71
Radial Velocity,HD 30177 b,2770,54.71
Radial Velocity,HD 29021 b,1362.3,30.6
Radial Velocity,HD 28678 b,387.10001,168.92
Radial Velocity,HD 28254 b,1116,54.7
Radial Velocity,HD 28185 b,379,39.6
Radial Velocity,HD 27894 d,5174,42.37
Radial Velocity,HD 27894 c,36.07,42.37
Radial Velocity,HD 27894 b,18.02,42.37
Radial Velocity,HD 27631 b,2208,44.54
Radial Velocity,HD 27442 b,428.1,18.24
Radial Velocity,HD 25171 b,1845,56.05
Radial Velocity,HD 24064 b,535.59998,264.4
Radial Velocity,HD 24040 b,3668,46.51
Radial Velocity,HD 23596 b,1561,52
Radial Velocity,HD 23127 b,1214,89.13
Radial Velocity,HD 23079 b,730.59998,34.6
Radial Velocity,HD 22781 b,528.07,31.79
Radial Velocity,HD 20868 b,380.85001,48.9
Radial Velocity,HD 20794 e,147.02,6.06
Radial Velocity,HD 20794 d,90.309,6.06
Radial Velocity,HD 20794 c,40.114,6.06
Radial Velocity,HD 20794 b,18.315,6.06
Radial Velocity,HD 20782 b,591.90002,35.5
Radial Velocity,HD 19994 b,466.2,22.38
Radial Velocity,HD 18742 b,772,127.88
Radial Velocity,HD 17674 b,623.8,44.5
Radial Velocity,HD 17156 b,21.21663,75
Radial Velocity,HD 17092 b,359.89999,225.31
Radial Velocity,HD 16417 b,17.24,25.54
Radial Velocity,HD 16175 b,990,59.84
Radial Velocity,HD 16141 b,75.523,35.91
Radial Velocity,HD 14067 b,1455,163.4
Radial Velocity,HD 13931 b,4218,45.52
Radial Velocity,HD 13908 c,931,66.89
Radial Velocity,HD 13908 b,19.382,66.89
Radial Velocity,HD 13189 b,471.60001,300.3
Radial Velocity,HD 12661 c,1708,37.16
Radial Velocity,HD 12661 b,262.70862,37.16
Radial Velocity,HD 12648 b,133.60001,158.4
Radial Velocity,HD 12484 b,58.83,51.1
Radial Velocity,HD 11977 b,711,66.49
Radial Velocity,HD 11964 c,37.91,33.98
Radial Velocity,HD 11964 b,1945,33.98
Radial Velocity,HD 11755 b,433.70001,231.5
Radial Velocity,HD 11506 c,223.6,51.7
Radial Velocity,HD 11506 b,1405,51.7
Radial Velocity,HD 10697 b,1075.2,32.6
Radial Velocity,HD 10647 b,989.2,17.35
Radial Velocity,HD 10442 b,1043,129.65
Radial Velocity,HD 10180 h,2205,39.02
Radial Velocity,HD 10180 g,604.67,39.02
Radial Velocity,HD 10180 f,122.744,39.02
Radial Velocity,HD 10180 e,49.748,39.02
Radial Velocity,HD 10180 d,16.357,39.02
Radial Velocity,HD 10180 c,5.75969,39.02
Radial Velocity,HD 9446 c,192.9,52.85
Radial Velocity,HD 9446 b,30.052,52.85
Radial Velocity,HD 9174 b,1179,78.93
Radial Velocity,HD 8673 b,1634,38.26
Radial Velocity,HD 8574 b,227,44.2
Radial Velocity,HD 8535 b,1313,52.5
Radial Velocity,HD 7924 d,24.451,16.82
Radial Velocity,HD 7924 c,15.299,16.82
Radial Velocity,HD 7924 b,5.39792,16.82
Radial Velocity,HD 7449 b,1275,38.52
Radial Velocity,HD 7199 b,615,35.88
Radial Velocity,HD 6718 b,2496,54.9
Radial Velocity,HD 6434 b,21.998,40.32
Radial Velocity,HD 5891 b,177.11,150.6
Radial Velocity,HD 5608 b,792.59998,58.17
Radial Velocity,HD 5583 b,139.35,221
Radial Velocity,HD 5319 c,886,114
Radial Velocity,HD 5319 b,641,114
Radial Velocity,HD 4732 c,2732,56.5
Radial Velocity,HD 4732 b,360.2,56.5
Radial Velocity,HD 4313 b,356,131.41
Radial Velocity,HD 4308 b,15.56,21.85
Radial Velocity,HD 4208 b,828,32.7
Radial Velocity,HD 4203 c,6700,77.82
Radial Velocity,HD 4203 b,431.88,77.82
Radial Velocity,HD 4113 b,526.62,44.05
Radial Velocity,HD 3651 b,62.218,11.1
Radial Velocity,HD 3167 d,8.509,45.8
Radial Velocity,HD 2952 b,311.60001,115.21
Radial Velocity,HD 2638 b,3.4442,53.71
Radial Velocity,HD 2039 b,1120,89.85
Radial Velocity,HD 1690 b,533,7.01
Radial Velocity,HD 1666 b,270,110.62
Radial Velocity,HD 1605 c,2111,84.6
Radial Velocity,HD 1605 b,577.90002,84.6
Radial Velocity,HD 1502 b,431.8,167.5
Radial Velocity,HD 1461 c,13.5052,23.44
Radial Velocity,HD 1461 b,5.77152,23.44
Radial Velocity,HD 564 b,492.3,53.6
Radial Velocity,HD 142 c,6005,25.64
Radial Velocity,HD 142 b,349.7,25.64
Radial Velocity,HAT-P-44 c,872.2,363
Radial Velocity,HAT-P-17 c,5584,90
Radial Velocity,HAT-P-13 c,446.27,214
Radial Velocity,GJ 3998 c,13.74,17.79
Radial Velocity,GJ 3998 b,2.64977,17.79
Radial Velocity,GJ 3942 b,6.905,16.96
Radial Velocity,GJ 3634 b,2.64561,19.8
Radial Velocity,GJ 3470 b,3.3366487,25.2
Radial Velocity,GJ 3341 b,14.207,23.16
Radial Velocity,GJ 3323 c,40.54,5.32
Radial Velocity,GJ 3323 b,5.3636,5.32
Radial Velocity,GJ 3293 e,13.2543,15.77
Radial Velocity,GJ 3293 d,48.1345,15.77
Radial Velocity,GJ 3293 c,122.6196,15.77
Radial Velocity,GJ 3293 b,30.5987,15.77
Radial Velocity,GJ 3138 d,257.8,28.48
Radial Velocity,GJ 3138 c,5.974,28.48
Radial Velocity,GJ 3138 b,1.22003,28.48
Radial Velocity,GJ 3021 b,133.71,17.62
Radial Velocity,GJ 1148 c,532.58,11.03
Radial Velocity,GJ 1148 b,41.38,11.03
Radial Velocity,GJ 876 e,124.26,4.7
Radial Velocity,GJ 876 d,1.93778,4.7
Radial Velocity,GJ 876 c,30.0881,4.7
Radial Velocity,GJ 876 b,61.1166,4.7
Radial Velocity,GJ 849 b,1882,8.77
Radial Velocity,GJ 832 c,35.68,4.94
Radial Velocity,GJ 832 b,3657,4.94
Radial Velocity,GJ 687 b,38.14,4.53
Radial Velocity,GJ 676 A e,35.39,16.9
Radial Velocity,GJ 676 A d,3.6005,16.9
Radial Velocity,GJ 676 A c,7337,16.9
Radial Velocity,GJ 676 A b,1056.80005,16.9
Radial Velocity,GJ 674 b,4.6938,4.54
Radial Velocity,GJ 667 C g,256.2,6.8
Radial Velocity,GJ 667 C f,39.026,6.8
Radial Velocity,GJ 667 C e,62.24,6.8
Radial Velocity,GJ 667 C c,28.14,6.8
Radial Velocity,GJ 667 C b,7.2004,6.8
Radial Velocity,GJ 649 b,598.3,10.32
Radial Velocity,GJ 625 b,14.628,6.49
Radial Velocity,GJ 581 e,3.149,6.27
Radial Velocity,GJ 581 c,12.914,6.27
Radial Velocity,GJ 581 b,5.3686,6.27
Radial Velocity,GJ 536 b,8.7076,10.03
Radial Velocity,GJ 436 b,2.64388312,10.23
Radial Velocity,GJ 433 b,7.3709,9.04
Radial Velocity,GJ 328 b,4100,20.03
Radial Velocity,GJ 317 b,692,15.1
Radial Velocity,GJ 273 c,4.7234,3.8
Radial Velocity,GJ 273 b,18.6498,3.8
Radial Velocity,GJ 179 b,2288,12.12
Radial Velocity,GJ 163 d,603.95116,14.97
Radial Velocity,GJ 163 c,25.63058,14.97
Radial Velocity,GJ 163 b,8.63182,14.97
Radial Velocity,GJ 86 b,15.76491,10.91
Radial Velocity,gam Lib c,964.6,46.69
Radial Velocity,gam Lib b,415.2,46.69
Radial Velocity,gam Cep b,903.3,13.79
Radial Velocity,gam 1 Leo b,428.5,38.52
Radial Velocity,eps Tau b,594.9,47.53
Radial Velocity,eps Eri b,2502,3.21
Radial Velocity,eps CrB b,417.9,70.42
Radial Velocity,CoRoT-7 c,3.698,153.7
