method,method_index,name,period,distance
Transit,8,Kepler-199 c,67,493
Transit,8,Kepler-200 b,9,658
Transit,8,Kepler-200 c,10,658
Transit,8,Kepler-201 b,26,613
Transit,8,Kepler-201 c,152,613
Transit,8,Kepler-202 b,4,302
Transit,8,Kepler-202 c,16,302
Transit,8,Kepler-203 b,3,697
Transit,8,Kepler-203 c,5,697
Transit,8,Kepler-203 d,11,697
Transit,8,Kepler-204 b,14,769
Transit,8,Kepler-204 c,26,769
Transit,8,Kepler-205 b,3,150
Transit,8,Kepler-205 c,20,150
Transit,8,Kepler-206 b,8,617
Transit,8,Kepler-206 c,13,617
Transit,8,Kepler-206 d,23,617
Transit,8,Kepler-207 b,2,760
Transit,8,Kepler-207 c,3,760
Transit,8,Kepler-207 d,6,760
Transit,8,Kepler-208 b,4,856
Transit,8,Kepler-208 c,7,856
Transit,8,Kepler-208 d,11,856
Transit,8,Kepler-208 e,16,856
Transit,8,Kepler-209 b,16,584
Transit,8,Kepler-209 c,42,584
Transit,8,Kepler-210 b,2,242
Transit,8,Kepler-210 c,8,242
Transit,8,Kepler-211 b,4,322
Transit,8,Kepler-211 c,6,322
Transit,8,Kepler-212 b,16,597
Transit,8,Kepler-212 c,32,597
Transit,8,Kepler-213 b,2,578
Transit,8,Kepler-213 c,5,578
Transit,8,Kepler-214 b,16,804
Transit,8,Kepler-214 c,29,804
Transit,8,Kepler-215 b,9,467
Transit,8,Kepler-215 c,15,467
Transit,8,Kepler-215 d,31,467
Transit,8,Kepler-215 e,68,467
Transit,8,Kepler-216 b,8,913
Transit,8,Kepler-216 c,17,913
Transit,8,Kepler-217 b,5,1,066
Transit,8,Kepler-217 c,9,1,066
Transit,8,Kepler-217 d,4,1,066
Transit,8,Kepler-218 b,4,636
Transit,8,Kepler-218 c,45,636
Transit,8,Kepler-218 d,125,636
Transit,8,Kepler-219 b,5,946
Transit,8,Kepler-219 c,23,946
Transit,8,Kepler-219 d,48,946
Transit,8,Kepler-220 b,4,154
Transit,8,Kepler-220 c,9,154
Transit,8,Kepler-220 d,28,154
Transit,8,Kepler-220 e,46,154
Transit,8,Kepler-221 b,3,414
Transit,8,Kepler-221 c,6,414
Transit,8,Kepler-221 d,10,414
Transit,8,Kepler-221 e,18,414
Transit,8,Kepler-222 b,4,781
Transit,8,Kepler-222 c,10,781
Transit,8,Kepler-222 d,28,781
Transit,8,Kepler-223 b,7,1,135
Transit,8,Kepler-223 c,10,1,135
Transit,8,Kepler-223 d,15,1,135
Transit,8,Kepler-223 e,20,1,135
Transit,8,Kepler-224 b,3,783
Transit,8,Kepler-224 c,6,783
Transit,8,Kepler-224 d,11,783
Transit,8,Kepler-224 e,19,783
Transit,8,Kepler-225 b,7,498
Transit,8,Kepler-225 c,19,498
Transit,8,Kepler-226 b,4,966
Transit,8,Kepler-226 c,5,966
Transit,8,Kepler-226 d,8,966
Transit,8,Kepler-227 b,9,1,095
Transit,8,Kepler-227 c,54,1,095
Transit,8,Kepler-228 b,3,1,307
Transit,8,Kepler-228 c,4,1,307
Transit,8,Kepler-228 d,11,1,307
Transit,8,Kepler-229 b,6,877
Transit,8,Kepler-229 c,16,877
Transit,8,Kepler-229 d,41,877
Transit,8,Kepler-230 b,33,775
Transit,8,Kepler-230 c,92,775
Transit,8,Kepler-231 b,10,325
Transit,8,Kepler-231 c,19,325
Transit,8,Kepler-232 b,4,1,155
Transit,8,Kepler-232 c,11,1,155
Transit,8,Kepler-233 b,8,825
Transit,8,Kepler-233 c,60,825
Transit,8,Kepler-234 b,3,1,651
Transit,8,Kepler-234 c,7,1,651
Transit,8,Kepler-235 b,3,369
Transit,8,Kepler-235 c,8,369
Transit,8,Kepler-235 d,20,369
Transit,8,Kepler-235 e,46,369
Transit,8,Kepler-236 b,8,265
Transit,8,Kepler-236 c,24,265
Transit,8,Kepler-237 b,5,647
Transit,8,Kepler-237 c,8,647
Transit,8,Kepler-238 b,2,1,369
Transit,8,Kepler-238 c,6,1,369
Transit,8,Kepler-238 d,13,1,369
Transit,8,Kepler-238 e,24,1,369
Transit,8,Kepler-238 f,50,1,369
Transit,8,Kepler-239 b,12,658
Transit,8,Kepler-239 c,56,658
Transit,8,Kepler-240 b,4,738
Transit,8,Kepler-240 c,8,738
Transit,8,Kepler-241 b,13,512
Transit,8,Kepler-241 c,36,512
Transit,8,Kepler-242 b,8,670
Transit,8,Kepler-242 c,14,670
Transit,8,Kepler-243 b,6,669
Transit,8,Kepler-243 c,20,669
Transit,8,Kepler-244 b,4,928
Transit,8,Kepler-244 c,10,928
Transit,8,Kepler-244 d,20,928
Transit,8,Kepler-245 b,7,866
Transit,8,Kepler-245 c,17,866
Transit,8,Kepler-245 d,36,866
Transit,8,Kepler-245 e,3,866
Transit,8,Kepler-246 b,5,736
Transit,8,Kepler-246 c,11,736
Transit,8,Kepler-247 b,3,667
Transit,8,Kepler-247 c,9,667
Transit,8,Kepler-247 d,20,667
Transit,8,Kepler-248 b,6,800
Transit,8,Kepler-248 c,16,800
Transit,8,Kepler-249 b,3,133
Transit,8,Kepler-249 c,7,133
Transit,8,Kepler-249 d,15,133
Transit,8,Kepler-250 b,4,788
Transit,8,Kepler-250 c,7,788
Transit,8,Kepler-250 d,18,788
Transit,8,Kepler-251 b,5,1,014
Transit,8,Kepler-251 c,17,1,014
Transit,8,Kepler-251 d,30,1,014
Transit,8,Kepler-251 e,100,1,014
Transit,8,Kepler-252 b,7,391
Transit,8,Kepler-252 c,11,391
Transit,8,Kepler-253 b,4,849
Transit,8,Kepler-253 c,10,849
Transit,8,Kepler-253 d,18,849
Transit,8,Kepler-254 b,6,1,366
Transit,8,Kepler-254 c,12,1,366
Transit,8,Kepler-254 d,19,1,366
Transit,8,Kepler-255 b,6,1,011
Transit,8,Kepler-255 c,10,1,011
Transit,8,Kepler-255 d,1,1,011
Transit,8,Kepler-256 b,2,1,181
Transit,8,Kepler-256 c,3,1,181
Transit,8,Kepler-256 d,6,1,181
Transit,8,Kepler-256 e,11,1,181
Transit,8,Kepler-257 b,2,775
Transit,8,Kepler-257 c,7,775
Transit,8,Kepler-257 d,25,775
Transit,8,Kepler-258 b,13,592
Transit,8,Kepler-258 c,34,592
Transit,8,Kepler-259 b,8,1,014
Transit,8,Kepler-259 c,37,1,014
Transit,8,Kepler-260 b,8,589
Transit,8,Kepler-260 c,76,589
Transit,8,Kepler-261 b,10,338
Transit,8,Kepler-261 c,25,338
Transit,8,Kepler-262 b,13,810
Transit,8,Kepler-262 c,22,810
Transit,8,Kepler-263 b,17,891
Transit,8,Kepler-263 c,47,891
Transit,8,Kepler-264 b,41,955
Transit,8,Kepler-264 c,140,955
Transit,8,Kepler-265 b,7,1,360
Transit,8,Kepler-265 c,17,1,360
Transit,8,Kepler-265 d,43,1,360
Transit,8,Kepler-265 e,68,1,360
Transit,8,Kepler-266 b,7,1,090
Transit,8,Kepler-266 c,108,1,090
Transit,8,Kepler-267 b,3,281
Transit,8,Kepler-267 c,7,281
Transit,8,Kepler-267 d,28,281
Transit,8,Kepler-268 b,26,818
Transit,8,Kepler-268 c,83,818
Transit,8,Kepler-269 b,5,1,193
Transit,8,Kepler-269 c,8,1,193
Transit,8,Kepler-270 b,11,1,019
Transit,8,Kepler-270 c,25,1,019
Transit,8,Kepler-271 b,5,418
Transit,8,Kepler-271 c,7,418
Transit,8,Kepler-271 d,5,418
Transit,8,Kepler-272 b,3,699
Transit,8,Kepler-272 c,6,699
Transit,8,Kepler-272 d,11,699
Transit,8,Kepler-273 b,3,874
Transit,8,Kepler-273 c,8,874
Transit,8,Kepler-274 b,12,1,172
Transit,8,Kepler-274 c,33,1,172
Transit,8,Kepler-275 b,10,1,818
Transit,8,Kepler-275 c,16,1,818
Transit,8,Kepler-275 d,36,1,818
Transit,8,Kepler-276 b,14,1,326
Transit,8,Kepler-276 c,32,1,326
Transit,8,Kepler-276 d,49,1,326
Transit,8,Kepler-277 b,17,859
Transit,8,Kepler-277 c,33,859
Transit,8,Kepler-278 b,30,431
Transit,8,Kepler-278 c,51,431
Transit,8,Kepler-279 b,12,1,223
Transit,8,Kepler-279 c,36,1,223
Transit,8,Kepler-279 d,54,1,223
Transit,8,Kepler-280 b,2,751
Transit,8,Kepler-280 c,5,751
Transit,8,Kepler-281 b,15,1,276
Transit,8,Kepler-281 c,36,1,276
Transit,8,Kepler-282 b,9,1,048
Transit,8,Kepler-282 c,14,1,048
Transit,8,Kepler-282 d,25,1,048
Transit,8,Kepler-282 e,44,1,048
Transit,8,Kepler-283 b,11,453
Transit,8,Kepler-283 c,93,453
Transit,8,Kepler-284 b,13,1,219
Transit,8,Kepler-284 c,38,1,219
Transit,8,Kepler-285 b,3,789
Transit,8,Kepler-285 c,6,789
Transit,8,Kepler-286 b,2,1,281
Transit,8,Kepler-286 c,3,1,281
Transit,8,Kepler-286 d,6,1,281
Transit,8,Kepler-286 e,29,1,281
Transit,8,Kepler-287 b,20,866
Transit,8,Kepler-287 c,45,866
Transit,8,Kepler-288 b,6,1,176
Transit,8,Kepler-288 c,19,1,176
Transit,8,Kepler-288 d,57,1,176
Transit,8,Kepler-289 b,35,700
Transit,8,Kepler-289 c,126,700
Transit,8,Kepler-289 d,66,700
Transit,8,Kepler-290 b,15,741
Transit,8,Kepler-290 c,37,741
Transit,8,Kepler-291 b,4,1,296
Transit,8,Kepler-291 c,6,1,296
Transit,8,Kepler-292 b,3,1,051
Transit,8,Kepler-292 c,4,1,051
Transit,8,Kepler-292 d,7,1,051
Transit,8,Kepler-292 e,12,1,051
Transit,8,Kepler-292 f,21,1,051
Transit,8,Kepler-293 b,19,1,068
Transit,8,Kepler-293 c,54,1,068
Transit,8,Kepler-294 b,4,1,364
Transit,8,Kepler-294 c,7,1,364
Transit,8,Kepler-295 b,13,630
Transit,8,Kepler-295 c,22,630
Transit,8,Kepler-295 d,34,630
Transit,8,Kepler-296 b,11,226
Transit,8,Kepler-296 c,6,226
Transit,8,Kepler-296 d,20,226
Transit,8,Kepler-296 e,34,226
Transit,8,Kepler-296 f,63,226
Transit,8,Kepler-297 b,39,745
Transit,8,Kepler-297 c,75,745
Transit,8,Kepler-298 b,10,504
Transit,8,Kepler-298 c,23,504
Transit,8,Kepler-298 d,77,504
Transit,8,Kepler-299 b,3,1,024
Transit,8,Kepler-299 c,7,1,024
Transit,8,Kepler-299 d,15,1,024
Transit,8,Kepler-299 e,38,1,024
Transit,8,Kepler-300 b,10,872
Transit,8,Kepler-300 c,41,872
Transit,8,Kepler-301 b,3,742
Transit,8,Kepler-301 c,5,742
Transit,8,Kepler-301 d,14,742
Transit,8,Kepler-302 b,30,1,433
Transit,8,Kepler-302 c,127,1,433
Transit,8,Kepler-303 b,2,175
Transit,8,Kepler-303 c,7,175
Transit,8,Kepler-304 b,3,483
Transit,8,Kepler-304 c,5,483
Transit,8,Kepler-304 d,10,483
Transit,8,Kepler-304 e,1,483
Transit,8,Kepler-305 b,5,864
Transit,8,Kepler-305 c,8,864
Transit,8,Kepler-305 d,17,864
Transit,8,Kepler-306 b,5,753
Transit,8,Kepler-306 c,7,753
Transit,8,Kepler-306 d,17,753
Transit,8,Kepler-306 e,45,753
Transit,8,Kepler-307 b,10,600
Transit,8,Kepler-307 c,13,600
Transit,8,Kepler-308 b,10,1,284
Transit,8,Kepler-308 c,15,1,284
Transit,8,Kepler-309 b,6,524
Transit,8,Kepler-309 c,105,524
Transit,8,Kepler-310 b,14,634
Transit,8,Kepler-310 c,56,634
Transit,8,Kepler-310 d,93,634
Transit,8,Kepler-311 b,9,774
Transit,8,Kepler-311 c,20,774
Transit,8,Kepler-312 b,2,569
Transit,8,Kepler-312 c,20,569
Transit,8,Kepler-313 b,15,954
Transit,8,Kepler-313 c,32,954
Transit,8,Kepler-314 b,2,263
Transit,8,Kepler-314 c,6,263
Transit,8,Kepler-315 b,96,1,112
Transit,8,Kepler-315 c,265,1,112
Transit,8,Kepler-316 b,2,342
Transit,8,Kepler-316 c,7,342
Transit,8,Kepler-317 b,6,1,220
Transit,8,Kepler-317 c,9,1,220
Transit,8,Kepler-318 b,5,463
Transit,8,Kepler-318 c,12,463
Transit,8,Kepler-319 b,4,549
Transit,8,Kepler-319 c,7,549
Transit,8,Kepler-319 d,32,549
Transit,8,Kepler-320 b,8,1,022
Transit,8,Kepler-320 c,18,1,022
Transit,8,Kepler-321 b,5,377
Transit,8,Kepler-321 c,13,377
Transit,8,Kepler-322 b,2,428
Transit,8,Kepler-322 c,4,428
Transit,8,Kepler-323 b,2,473
Transit,8,Kepler-323 c,4,473
Transit,8,Kepler-324 b,4,492
Transit,8,Kepler-324 c,52,492
Transit,8,Kepler-325 b,5,883
Transit,8,Kepler-325 c,13,883
Transit,8,Kepler-325 d,39,883
Transit,8,Kepler-326 b,2,355
Transit,8,Kepler-326 c,5,355
Transit,8,Kepler-326 d,7,355
Transit,8,Kepler-327 b,3,217
Transit,8,Kepler-327 c,5,217
Transit,8,Kepler-327 d,14,217
Transit,8,Kepler-328 b,35,2,078
Transit,8,Kepler-328 c,71,2,078
Transit,8,Kepler-329 b,7,338
Transit,8,Kepler-329 c,19,338
Transit,8,Kepler-330 b,8,686
Transit,8,Kepler-330 c,16,686
Transit,8,Kepler-331 b,8,626
Transit,8,Kepler-331 c,17,626
Transit,8,Kepler-331 d,32,626
Transit,8,Kepler-332 b,8,372
Transit,8,Kepler-332 c,16,372
Transit,8,Kepler-332 d,34,372
Transit,8,Kepler-333 b,13,300
Transit,8,Kepler-333 c,24,300
Transit,8,Kepler-334 b,5,473
Transit,8,Kepler-334 c,13,473
Transit,8,Kepler-334 d,25,473
Transit,8,Kepler-335 b,7,1,174
Transit,8,Kepler-335 c,68,1,174
Transit,8,Kepler-336 b,2,721
Transit,8,Kepler-336 c,10,721
Transit,8,Kepler-336 d,21,721
Transit,8,Kepler-337 b,3,518
Transit,8,Kepler-337 c,10,518
Transit,8,Kepler-338 b,14,568
Transit,8,Kepler-338 c,24,568
Transit,8,Kepler-338 d,44,568
Transit,8,Kepler-339 b,5,722
Transit,8,Kepler-339 c,7,722
Transit,8,Kepler-339 d,11,722
Transit,8,Kepler-340 b,15,1,060
Transit,8,Kepler-340 c,23,1,060
Transit,8,Kepler-341 b,5,873
Transit,8,Kepler-341 c,8,873
Transit,8,Kepler-341 d,28,873
Transit,8,Kepler-341 e,42,873
Transit,8,Kepler-342 b,15,772
Transit,8,Kepler-342 c,26,772
Transit,8,Kepler-342 d,39,772
Transit,8,Kepler-342 e,2,772
Transit,8,Kepler-343 b,9,987
Transit,8,Kepler-343 c,23,987
Transit,8,Kepler-344 b,22,1,027
Transit,8,Kepler-344 c,126,1,027
Transit,8,Kepler-345 b,7,260
Transit,8,Kepler-345 c,9,260
Transit,8,Kepler-346 b,7,1,032
Transit,8,Kepler-346 c,24,1,032
Transit,8,Kepler-347 b,13,950
Transit,8,Kepler-347 c,27,950
Transit,8,Kepler-348 b,7,623
Transit,8,Kepler-348 c,17,623
Transit,8,Kepler-349 b,6,1,172
Transit,8,Kepler-349 c,12,1,172
Transit,8,Kepler-350 b,11,931
Transit,8,Kepler-350 c,18,931
Transit,8,Kepler-350 d,26,931
Transit,8,Kepler-351 b,37,1,078
Transit,8,Kepler-351 c,57,1,078
Transit,8,Kepler-351 d,143,1,078
Transit,8,Kepler-352 b,10,279
Transit,8,Kepler-352 c,16,279
Transit,8,Kepler-353 b,6,333
Transit,8,Kepler-353 c,8,333
Transit,8,Kepler-354 b,5,574
Transit,8,Kepler-354 c,17,574
Transit,8,Kepler-354 d,24,574
Transit,8,Kepler-355 b,11,1,143
Transit,8,Kepler-355 c,26,1,143
Transit,8,Kepler-356 b,5,639
Transit,8,Kepler-356 c,13,639
Transit,8,Kepler-357 b,6,741
Transit,8,Kepler-357 c,17,741
Transit,8,Kepler-357 d,49,741
Transit,8,Kepler-358 b,34,1,067
Transit,8,Kepler-358 c,83,1,067
Transit,8,Kepler-359 b,26,2,037
Transit,8,Kepler-359 c,58,2,037
Transit,8,Kepler-359 d,77,2,037
Transit,8,Kepler-360 b,3,881
Transit,8,Kepler-360 c,7,881
Transit,8,Kepler-361 b,8,800
Transit,8,Kepler-361 c,55,800
Transit,8,Kepler-362 b,10,658
Transit,8,Kepler-362 c,38,658
Transit,8,Kepler-363 b,4,606
Transit,8,Kepler-363 c,8,606
Transit,8,Kepler-363 d,12,606
Transit,8,Kepler-364 b,26,941
Transit,8,Kepler-364 c,60,941
Transit,8,Kepler-365 b,11,950
Transit,8,Kepler-365 c,18,950
Transit,8,Kepler-366 b,3,1,156
Transit,8,Kepler-366 c,13,1,156
Transit,8,Kepler-367 b,38,198
Transit,8,Kepler-367 c,54,198
Transit,8,Kepler-368 b,27,488
Transit,8,Kepler-368 c,72,488
Transit,8,Kepler-369 b,3,214
Transit,8,Kepler-369 c,15,214
Transit,8,Kepler-370 b,5,1,078
Transit,8,Kepler-370 c,19,1,078
Transit,8,Kepler-371 b,35,603
Transit,8,Kepler-371 c,68,603
Transit,8,Kepler-372 b,7,1,378
Transit,8,Kepler-372 c,20,1,378
Transit,8,Kepler-372 d,30,1,378
Transit,8,Kepler-373 b,6,718
Transit,8,Kepler-373 c,17,718
Transit,8,Kepler-374 b,2,978
Transit,8,Kepler-374 c,3,978
Transit,8,Kepler-374 d,5,978
Transit,8,Kepler-375 b,12,1,209
Transit,8,Kepler-375 c,20,1,209
Transit,8,Kepler-376 b,5,806
Transit,8,Kepler-376 c,14,806
Transit,8,Kepler-377 b,13,791
Transit,8,Kepler-377 c,27,791
Transit,8,Kepler-378 b,16,155
Transit,8,Kepler-378 c,29,155
Transit,8,Kepler-379 b,20,719
Transit,8,Kepler-379 c,63,719
Transit,8,Kepler-380 b,4,741
Transit,8,Kepler-380 c,8,741
Transit,8,Kepler-381 b,6,368
Transit,8,Kepler-381 c,13,368
Transit,8,Kepler-382 b,5,684
Transit,8,Kepler-382 c,12,684
Transit,8,Kepler-383 b,13,470
Transit,8,Kepler-383 c,31,470
Transit,8,Kepler-384 b,23,559
Transit,8,Kepler-384 c,45,559
Transit,8,Kepler-385 b,10,1,550
Transit,8,Kepler-385 c,15,1,550
Transit,8,Kepler-386 b,12,847
Transit,8,Kepler-386 c,25,847
Transit,8,Kepler-387 b,7,714
Transit,8,Kepler-387 c,12,714
Transit,8,Kepler-388 b,3,425
Transit,8,Kepler-388 c,13,425
Transit,8,Kepler-389 b,3,977
Transit,8,Kepler-389 c,15,977
Transit,8,Kepler-390 b,7,435
Transit,8,Kepler-390 c,13,435
Transit,8,Kepler-391 b,7,1,064
Transit,8,Kepler-391 c,20,1,064
Transit,8,Kepler-392 b,5,673
Transit,8,Kepler-392 c,10,673
Transit,8,Kepler-393 b,9,789
Transit,8,Kepler-393 c,15,789
Transit,8,Kepler-394 b,8,1,297
Transit,8,Kepler-394 c,12,1,297
Transit,8,Kepler-395 b,7,360
Transit,8,Kepler-395 c,35,360
Transit,8,Kepler-396 b,43,233
Transit,8,Kepler-396 c,89,233
Transit,8,Kepler-397 b,22,969
Transit,8,Kepler-397 c,135,969
Transit,8,Kepler-398 b,4,185
Transit,8,Kepler-398 c,11,185
Transit,8,Kepler-398 d,7,185
Transit,8,Kepler-399 b,14,699
Transit,8,Kepler-399 c,27,699
Transit,8,Kepler-399 d,58,699
Transit,8,Kepler-400 b,9,709
Transit,8,Kepler-400 c,17,709
Transit,8,Kepler-401 b,14,739
Transit,8,Kepler-401 c,47,739
Transit,8,Kepler-401 d,184,739
Transit,8,Kepler-402 b,4,720
Transit,8,Kepler-402 c,6,720
Transit,8,Kepler-402 d,9,720
Transit,8,Kepler-402 e,11,720
Transit,8,Kepler-403 b,7,671
Transit,8,Kepler-403 c,54,671
Transit,8,Kepler-403 d,14,671
Transit,8,Kepler-405 b,11,1,226
Transit,8,Kepler-405 c,30,1,226
Transit,8,Kepler-406 b,2,331
Transit,8,Kepler-406 c,5,331
Transit,8,Kepler-408 b,2,89
Transit,8,Kepler-409 b,69,69
Transit,8,Kepler-410 A b,18,132
Transit,8,Kepler-411 b,3,153
Transit,8,Kepler-411 c,8,153
Transit,8,Kepler-412 b,2,1,056
Transit,8,Kepler-418 b,87,1,017
Transit,8,Kepler-419 b,70,872
Transit,8,Kepler-421 b,704,320
Transit,8,Kepler-422 b,8,692
Transit,8,Kepler-423 b,3,725
Transit,8,Kepler-425 b,4,650
Transit,8,Kepler-426 b,3,880
Transit,8,Kepler-427 b,10,1,100
Transit,8,Kepler-428 b,4,720
Transit,8,Kepler-430 b,36,816
Transit,8,Kepler-430 c,111,816
Transit,8,Kepler-431 b,7,427
Transit,8,Kepler-431 c,9,427
Transit,8,Kepler-431 d,12,427
Transit,8,Kepler-432 b,53,870
Transit,8,Kepler-433 b,5,1,870
Transit,8,Kepler-434 b,13,1,240
Transit,8,Kepler-435 b,9,2,070
Transit,8,Kepler-436 b,64,618
Transit,8,Kepler-436 c,17,618
Transit,8,Kepler-437 b,67,417
Transit,8,Kepler-438 b,35,145
Transit,8,Kepler-439 b,178,693
Transit,8,Kepler-440 b,101,261
Transit,8,Kepler-441 b,207,284
Transit,8,Kepler-442 b,112,342
Transit,8,Kepler-443 b,178,779
Transit,8,Kepler-444 b,4,36
Transit,8,Kepler-444 c,5,36
Transit,8,Kepler-444 d,6,36
Transit,8,Kepler-444 e,8,36
Transit,8,Kepler-444 f,10,36
Transit,8,Kepler-445 b,3,90
Transit,8,Kepler-445 c,5,90
Transit,8,Kepler-445 d,8,90
Transit,8,Kepler-446 b,2,120
Transit,8,Kepler-446 c,3,120
Transit,8,Kepler-446 d,5,120
Transit,8,Kepler-447 b,8,283
Transit,8,Kepler-449 b,13,279
Transit,8,Kepler-449 c,34,279
Transit,8,Kepler-450 b,28,437
Transit,8,Kepler-450 c,15,437
Transit,8,Kepler-450 d,8,437
Transit,8,Kepler-452 b,385,548
Transit,8,Kepler-454 b,11,233
Transit,8,Kepler-460 c,220,848
Transit,8,Kepler-461 b,8,468
Transit,8,Kepler-462 b,85,733
Transit,8,Kepler-463 b,9,336
Transit,8,Kepler-464 b,7,653
Transit,8,Kepler-465 b,10,587
Transit,8,Kepler-466 b,51,436
Transit,8,Kepler-466 c,4,436
Transit,8,Kepler-467 b,25,458
Transit,8,Kepler-468 b,38,474
Transit,8,Kepler-470 b,25,989
Transit,8,Kepler-471 b,5,1,373
Transit,8,Kepler-472 b,4,302
Transit,8,Kepler-473 b,15,641
Transit,8,Kepler-474 b,6,568
Transit,8,Kepler-475 b,3,280
Transit,8,Kepler-476 b,14,687
Transit,8,Kepler-477 b,11,367
Transit,8,Kepler-478 b,13,420
Transit,8,Kepler-479 b,12,371
Transit,8,Kepler-480 b,5,806
Transit,8,Kepler-481 b,10,713
Transit,8,Kepler-482 b,56,290
Transit,8,Kepler-483 b,30,953
Transit,8,Kepler-484 b,10,377
Transit,8,Kepler-485 b,3,1,173
Transit,8,Kepler-486 b,30,428
Transit,8,Kepler-487 b,15,835
Transit,8,Kepler-487 c,39,835
Transit,8,Kepler-488 b,3,1,157
Transit,8,Kepler-489 b,17,379
Transit,8,Kepler-490 b,3,1,249
Transit,8,Kepler-491 b,4,657
Transit,8,Kepler-492 b,12,642
Transit,8,Kepler-493 b,3,1,942
Transit,8,Kepler-494 b,8,862
Transit,8,Kepler-495 b,3,630
Transit,8,Kepler-496 b,8,655
Transit,8,Kepler-497 b,4,1,070
Transit,8,Kepler-498 b,10,746
Transit,8,Kepler-499 b,6,523
Transit,8,Kepler-500 b,9,747
Transit,8,Kepler-501 b,6,1,044
Transit,8,Kepler-502 b,4,1,433
Transit,8,Kepler-503 b,7,888
Transit,8,Kepler-504 b,10,75
Transit,8,Kepler-505 b,28,222
Transit,8,Kepler-506 b,7,231
Transit,8,Kepler-507 b,4,410
Transit,8,Kepler-508 b,25,325
Transit,8,Kepler-509 b,42,339
Transit,8,Kepler-510 b,20,378
Transit,8,Kepler-511 b,297,448
Transit,8,Kepler-512 b,34,531
Transit,8,Kepler-513 b,29,467
Transit,8,Kepler-514 b,6,489
Transit,8,Kepler-515 b,20,255
Transit,8,Kepler-516 b,25,777
Transit,8,Kepler-517 b,61,284
Transit,8,Kepler-518 b,9,324
Transit,8,Kepler-519 b,24,234
Transit,8,Kepler-520 b,20,492
Transit,8,Kepler-520 c,5,492
Transit,8,Kepler-521 b,22,737
Transit,8,Kepler-522 b,39,749
Transit,8,Kepler-523 b,6,270
Transit,8,Kepler-524 b,8,730
Transit,8,Kepler-524 c,2,730
Transit,8,Kepler-525 b,19,566
Transit,8,Kepler-526 b,5,504
Transit,8,Kepler-527 b,13,901
Transit,8,Kepler-528 b,20,711
Transit,8,Kepler-529 b,2,787
Transit,8,Kepler-529 c,13,787
Transit,8,Kepler-530 b,39,464
Transit,8,Kepler-531 b,30,254
Transit,8,Kepler-532 b,13,325
Transit,8,Kepler-533 b,29,305
Transit,8,Kepler-534 b,16,473
Transit,8,Kepler-535 b,5,678
Transit,8,Kepler-536 b,2,446
Transit,8,Kepler-537 b,3,465
Transit,8,Kepler-538 b,82,165
Transit,8,Kepler-539 b,126,313
Transit,8,Kepler-539 c,1,000,313
Transit,8,Kepler-540 b,173,350
Transit,8,Kepler-541 b,5,1,020
Transit,8,Kepler-542 b,13,439
Transit,8,Kepler-543 b,14,212
Transit,8,Kepler-544 b,21,797
Transit,8,Kepler-545 b,13,831
Transit,8,Kepler-546 b,4,896
Transit,8,Kepler-547 b,6,361
Transit,8,Kepler-548 b,4,776
Transit,8,Kepler-549 b,43,648
Transit,8,Kepler-549 c,117,648
Transit,8,Kepler-550 b,9,563
Transit,8,Kepler-551 b,12,312
Transit,8,Kepler-552 b,5,834
Transit,8,Kepler-553 b,4,725
Transit,8,Kepler-553 c,328,725
Transit,8,Kepler-554 b,2,642
Transit,8,Kepler-555 b,16,772
Transit,8,Kepler-556 b,12,729
Transit,8,Kepler-557 b,4,1,126
Transit,8,Kepler-558 b,29,652
Transit,8,Kepler-559 b,18,793
Transit,8,Kepler-560 b,18,88
Transit,8,Kepler-561 b,58,667
Transit,8,Kepler-561 c,5,667
Transit,8,Kepler-562 b,18,822
Transit,8,Kepler-563 b,22,557
Transit,8,Kepler-564 b,4,830
Transit,8,Kepler-565 b,4,1,041
Transit,8,Kepler-566 b,18,628
Transit,8,Kepler-567 b,17,568
Transit,8,Kepler-568 b,11,126
Transit,8,Kepler-569 b,34,645
Transit,8,Kepler-570 b,4,642
Transit,8,Kepler-571 b,5,756
Transit,8,Kepler-572 b,17,532
Transit,8,Kepler-573 b,22,758
Transit,8,Kepler-574 b,8,747
Transit,8,Kepler-575 b,9,852
Transit,8,Kepler-576 b,30,698
Transit,8,Kepler-577 b,26,549
Transit,8,Kepler-578 b,2,568
Transit,8,Kepler-579 b,10,663
Transit,8,Kepler-580 b,8,333
Transit,8,Kepler-581 b,41,833
Transit,8,Kepler-582 b,18,751
Transit,8,Kepler-583 b,7,805
Transit,8,Kepler-584 b,35,1,445
Transit,8,Kepler-585 b,3,604
Transit,8,Kepler-586 b,2,707
Transit,8,Kepler-587 b,11,852
Transit,8,Kepler-588 b,4,972
Transit,8,Kepler-589 b,17,643
Transit,8,Kepler-590 b,6,986
Transit,8,Kepler-591 b,81,793
Transit,8,Kepler-592 b,3,1,034
Transit,8,Kepler-593 b,21,1,016
Transit,8,Kepler-594 b,14,742
Transit,8,Kepler-595 b,25,639
Transit,8,Kepler-596 b,21,1,083
Transit,8,Kepler-597 b,13,660
Transit,8,Kepler-598 b,4,686
Transit,8,Kepler-599 b,16,627
Transit,8,Kepler-600 b,24,624
Transit,8,Kepler-601 b,5,429
Transit,8,Kepler-602 b,15,971
Transit,8,Kepler-603 b,21,967
Transit,8,Kepler-603 c,128,967
Transit,8,Kepler-603 d,6,967
